0.73643160866452E+02 -.11729065783090E+02 0.27123590817962E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73354676390428E+02 0.13405454346762E+02 0.27093269877723E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73621953752224E+02 -.97956298937330E+01 0.27121361860439E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73600582642334E+02 -.78621958300714E+01 0.27119115666277E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73579047536447E+02 -.59287636061729E+01 0.27116852235441E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73557348433899E+02 -.39953332361118E+01 0.27114571567862E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73535485333703E+02 -.20619047339695E+01 0.27112273663435E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73513458234544E+02 -.12847811383398E+00 0.27109958522023E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73491267134779E+02 0.18049466101994E+01 0.27107626143452E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73468912032441E+02 0.37383694240281E+01 0.27105276527517E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73446392925237E+02 0.56717903135424E+01 0.27102909673975E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73423709810544E+02 0.76052092646252E+01 0.27100525582552E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73400862685417E+02 0.95386262631516E+01 0.27098124252938E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73377851546581E+02 0.11472041294989E+02 0.27095705684788E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.84985909160774E+02 0.11448838749122E+02 0.84773159849589E+01 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73571117437091E+02 0.13204308539316E+02 0.25179495357250E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73772342281453E+02 0.13002990196869E+02 0.23264079275885E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.73958338352738E+02 0.12801511896036E+02 0.21347141292145E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.74129094031532E+02 0.12599886223428E+02 0.19428801159621E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.74284598650508E+02 0.12398125774860E+02 0.17509178719500E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
0.74539251017224E+02 0.12197891127134E+02 0.15604073304676E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
